sep=;
"res_entry_id";"pers_id";"last_name";"first_name";"birth_date";"res_entry_start";"res_entry_end";"start_date";"end_date";"political_function";"parliament_id"
"DE_Aken_Jan_1961__2";"DE_Aken_Jan_1961";"vanAken";"Jan-Paul";"01may1961";"22oct2013";"23oct2017";2013-10-22;2017-10-23;"NT_LE_T3_NA_01";"DE_NT-BT_2013"
"DE_Albani_Stephan_1968__2";"DE_Albani_Stephan_1968";"Albani";"Stephan";"03jun1968";"22oct2013";"23oct2017";2013-10-22;2017-10-23;"NT_LE_T3_NA_01";"DE_NT-BT_2013"
"DE_Albsteiger_Katrin_1983__1";"DE_Albsteiger_Katrin_1983";"Albsteiger";"Katrin";"20nov1983";"22oct2013";"23oct2017";2013-10-22;2017-10-23;"NT_LE_T3_NA_01";"DE_NT-BT_2013"
"DE_Alpers_Agnes_1961__1";"DE_Alpers_Agnes_1961";"Alpers";"Agnes";"29jun1961";"22oct2013";"03mar2015";2013-10-22;2015-03-03;"NT_LE_T3_NA_01";"DE_NT-BT_2013"
"DE_Altmaier_Peter_1958__7";"DE_Altmaier_Peter_1958";"Altmaier";"Peter";"18jun1958";"22oct2013";"23oct2017";2013-10-22;2017-10-23;"NT_LE_T3_NA_01";"DE_NT-BT_2013"
"DE_Amtsberg_Luise_1984__2";"DE_Amtsberg_Luise_1984";"Amtsberg";"Luise";"17oct1984";"22oct2013";"23oct2017";2013-10-22;2017-10-23;"NT_LE_T3_NA_01";"DE_NT-BT_2013"
"DE_Andreae_Kerstin_1968__6";"DE_Andreae_Kerstin_1968";"Andreae";"Kerstin";"21oct1968";"22oct2013";"23oct2017";2013-10-22;2017-10-23;"NT_LE_T3_NA_01";"DE_NT-BT_2013"
"DE_Annen_Niels_1973__3";"DE_Annen_Niels_1973";"Annen";"Niels";"06apr1973";"22oct2013";"23oct2017";2013-10-22;2017-10-23;"NT_LE_T3_NA_01";"DE_NT-BT_2013"
"DE_Arndt_Ingrid_1961__7";"DE_Arndt_Ingrid_1961";"Arndt-Brauer";"Ingrid";"20mar1961";"22oct2013";"23oct2017";2013-10-22;2017-10-23;"NT_LE_T3_NA_01";"DE_NT-BT_2013"
"DE_Arnold_Rainer_1950__6";"DE_Arnold_Rainer_1950";"Arnold";"Rainer";"21jun1950";"22oct2013";"23oct2017";2013-10-22;2017-10-23;"NT_LE_T3_NA_01";"DE_NT-BT_2013"
"DE_Auernhammer_Artur_1963__4";"DE_Auernhammer_Artur_1963";"Auernhammer";"Artur-Friedrich";"09mar1963";"22oct2013";"23oct2017";2013-10-22;2017-10-23;"NT_LE_T3_NA_01";"DE_NT-BT_2013"
"DE_Baehrens_Heike_1955__2";"DE_Baehrens_Heike_1955";"Baehrens";"Heike";"21sep1955";"22oct2013";"23oct2017";2013-10-22;2017-10-23;"NT_LE_T3_NA_01";"DE_NT-BT_2013"
